"CID","SITE","SEX","AGE","CHILDREN","FORMALED","MAT1","DG.DISTANT2","Y"
361,"Sursurunga",0,59,1,10,1,3,3
362,"Sursurunga",1,20,0,8,0,2,2
363,"Sursurunga",1,25,0,10,0,3,3
384,"Sursurunga",0,23,0,11,0,5,5
387,"Sursurunga",0,43,6,6,0,5,5
388,"Sursurunga",0,42,5,10,0,4,4
389,"Sursurunga",0,36,1,8,0,5,5
390,"Sursurunga",0,33,2,8,0,4,4
391,"Sursurunga",1,28,1,6,0,5,5
392,"Sursurunga",0,29,1,10,1,5,5
393,"Sursurunga",0,20,0,10,1,5,5
394,"Sursurunga",0,28,4,10,0,3,3
404,"Sursurunga",1,39,0,10,0,5,5
407,"Sursurunga",0,47,7,10,0,6,6
415,"Sursurunga",0,60,4,10,1,7,7
416,"Sursurunga",0,27,3,10,0,8,8
420,"Sursurunga",0,39,6,6,1,4,4
428,"Sursurunga",1,18,0,6,1,3,3
433,"Sursurunga",0,43,2,6,0,4,4
434,"Sursurunga",0,24,0,10,0,4,4
435,"Sursurunga",1,27,0,10,1,6,6
436,"Sursurunga",1,42,4,5,1,10,10
437,"Sursurunga",0,38,5,5,0,6,6
438,"Sursurunga",0,26,2,10,0,4,4
439,"Sursurunga",0,34,4,6,1,5,5
440,"Sursurunga",0,78,4,6,1,5,5
441,"Sursurunga",0,54,6,7,0,5,5
442,"Sursurunga",0,29,1,6,1,6,6
443,"Sursurunga",1,22,0,8,1,6,6
444,"Sursurunga",1,25,0,10,0,10,10
445,"Sursurunga",1,30,0,4,1,5,5
446,"Sursurunga",1,23,0,8,1,4,4
447,"Sursurunga",0,25,0,3,1,5,5
448,"Sursurunga",1,22,0,9,0,5,5
449,"Sursurunga",0,24,1,10,0,3,3
450,"Sursurunga",1,20,0,8,0,6,6
451,"Sursurunga",1,37,4,10,1,1,1
452,"Sursurunga",1,34,3,6,1,5,5
453,"Sursurunga",1,40,4,8,0,2,2
474,"Turkana",0,49,8,0,0,4,4
483,"Turkana",0,18,0,0,0,2,2
491,"Turkana",1,63,22,0,0,4,4
503,"Turkana",0,35,8,2,0,2,2
512,"Turkana",0,31,4,2,0,3,3
539,"Turkana",1,25,1,1,0,4,4
540,"Turkana",0,21,0,0,0,5,5
541,"Turkana",0,59,4,0,0,5,5
542,"Turkana",1,44,10,0,0,8,8
543,"Turkana",0,66,6,0,0,1,1
544,"Turkana",0,44,3,0,0,4,4
546,"Turkana",0,21,1,0,0,0,0
547,"Turkana",0,18,0,0,0,3,3
548,"Turkana",0,35,5,0,0,3,3
549,"Turkana",1,25,0,0,1,1,1
550,"Turkana",0,35,5,0,0,4,4
551,"Turkana",0,45,7,0,1,3,3
552,"Turkana",1,22,0,0,0,3,3
553,"Turkana",0,19,0,0,1,2,2
555,"Turkana",1,25,0,0,0,1,1
556,"Turkana",0,63,6,0,1,2,2
557,"Turkana",1,62,8,3,0,5,5
558,"Turkana",0,36,5,0,0,1,1
559,"Turkana",0,18,0,0,0,1,1
560,"Turkana",1,31,7,0,0,3,3
561,"Turkana",0,50,9,0,0,2,2
562,"Turkana",0,35,7,2,1,5,5
563,"Turkana",0,24,1,0,0,2,2
566,"Turkana",0,66,5,0,0,5,5
567,"Turkana",0,58,7,0,0,5,5
568,"Turkana",0,65,3,0,0,4,4
569,"Turkana",0,31,3,0,1,1,1
570,"Turkana",1,63,7,0,0,8,8
571,"Turkana",0,53,4,0,0,4,4
572,"Turkana",0,63,4,0,0,2,2
573,"Turkana",1,66,4,0,1,2,2
574,"Turkana",0,31,5,0,1,0,0
575,"Turkana",1,27,0,0,0,3,3
576,"Turkana",0,30,4,0,0,6,6
577,"Turkana",0,44,6,2,0,5,5
578,"Turkana",0,31,5,0,0,2,2
579,"Turkana",1,51,11,0,0,5,5
580,"Turkana",0,53,18,7,0,5,5
581,"Turkana",0,35,0,0,0,2,2
582,"Turkana",0,18,0,0,0,2,2
583,"Turkana",0,59,8,0,1,3,3
584,"Turkana",0,80,3,0,0,5,5
585,"Turkana",0,20,1,1,0,2,2
586,"Turkana",0,21,1,3,0,4,4
587,"Turkana",0,24,3,0,0,2,2
588,"Turkana",1,21,0,0,0,3,3
589,"Turkana",0,18,0,0,0,6,6
590,"Turkana",1,89,9,0,0,4,4
591,"Turkana",0,21,2,0,0,1,1
592,"Turkana",1,36,4,0,1,5,5
593,"Turkana",0,60,5,0,0,7,7
594,"Turkana",0,68,6,0,0,6,6
595,"Turkana",0,18,0,0,0,4,4
596,"Turkana",1,36,4,2,0,3,3
597,"Turkana",0,66,2,0,0,1,1
598,"Turkana",0,36,9,0,0,5,5
599,"Turkana",0,31,3,0,1,2,2
600,"Turkana",1,18,0,0,0,2,2
601,"Turkana",0,23,0,0,1,6,6
602,"Turkana",1,20,0,1,0,5,5
603,"Turkana",0,24,1,0,0,4,4
604,"Turkana",0,73,5,0,0,2,2
605,"Turkana",1,26,2,0,0,7,7
606,"Turkana",0,53,10,0,1,5,5
607,"Turkana",1,54,6,0,0,4,4
608,"Turkana",1,63,13,0,0,6,6
609,"Turkana",0,33,1,0,0,7,7
610,"Turkana",1,70,9,1,0,0,0
611,"Turkana",1,40,4,7,0,0,0
612,"Turkana",0,49,8,0,0,3,3
613,"Turkana",1,18,0,2,0,1,1
614,"Turkana",0,46,6,0,0,0,0
616,"Turkana",1,26,0,0,0,5,5
617,"Turkana",0,29,4,4,0,2,2
618,"Turkana",0,21,0,3,0,2,2
619,"Turkana",1,18,0,1,0,2,2
620,"Turkana",0,25,2,0,1,5,5
621,"Turkana",0,20,0,5,0,9,9
622,"Turkana",0,47,5,0,0,4,4
623,"Turkana",1,21,0,0,0,5,5
624,"Turkana",1,58,5,0,0,1,1
625,"Turkana",1,23,3,1,0,3,3
626,"Turkana",1,36,3,3,0,4,4
627,"Turkana",0,66,6,0,1,4,4
628,"Turkana",0,63,4,0,0,5,5
629,"Turkana",1,49,4,8,0,0,0
630,"Turkana",0,70,8,0,0,5,5
631,"Turkana",1,30,3,0,0,2,2
632,"Turkana",0,26,4,2,1,4,4
634,"Turkana",0,42,5,0,1,8,8
635,"Turkana",0,31,2,0,0,5,5
636,"Turkana",1,32,12,2,1,1,1
637,"Turkana",0,25,2,0,0,2,2
638,"Turkana",0,40,7,0,0,4,4
639,"Turkana",0,63,5,0,1,4,4
640,"Turkana",0,36,6,0,0,2,2
641,"Turkana",1,21,1,1,1,5,5
642,"Turkana",0,31,0,0,0,4,4
643,"Turkana",0,26,3,0,0,3,3
644,"Turkana",1,31,0,0,0,3,3
645,"Turkana",1,35,0,3,1,1,1
646,"Turkana",0,23,0,0,0,4,4
647,"Turkana",1,63,6,0,0,1,1
648,"Turkana",1,66,12,0,0,4,4
649,"Turkana",1,21,0,0,0,1,1
650,"Turkana",0,25,3,0,0,3,3
651,"Turkana",1,64,8,0,0,2,2
652,"Turkana",0,31,6,0,0,1,1
653,"Turkana",1,25,0,2,0,5,5
655,"Turkana",0,53,5,0,0,6,6
656,"Turkana",1,18,0,0,1,3,3
657,"Turkana",0,35,6,0,0,3,3
658,"Turkana",0,46,1,0,0,1,1
659,"Turkana",0,25,2,0,1,9,9
660,"Turkana",1,24,0,0,0,4,4
661,"Turkana",1,18,0,0,1,3,3
662,"Turkana",0,21,0,0,0,3,3
663,"Turkana",1,33,1,0,0,5,5
664,"Turkana",0,47,6,2,0,5,5
665,"Turkana",0,25,4,0,0,3,3
666,"Turkana",0,56,5,0,0,1,1
667,"Turkana",0,35,3,0,0,3,3
668,"Turkana",1,24,0,0,0,5,5
669,"Turkana",1,37,10,2,0,4,4
670,"Turkana",1,25,0,0,0,8,8
671,"Turkana",0,18,0,1,0,6,6
673,"Turkana",1,21,0,2,0,8,8
675,"Turkana",0,25,2,3,0,2,2
676,"Turkana",1,21,0,2,0,8,8
677,"Turkana",0,20,0,0,0,3,3
678,"Turkana",0,21,1,0,0,2,2
679,"Turkana",1,65,16,0,0,4,4
680,"Turkana",0,49,11,1,0,4,4
682,"Turkana",0,21,0,0,0,7,7
683,"Turkana",0,35,6,0,0,1,1
684,"Turkana",0,49,6,0,1,6,6
685,"Turkana",0,30,7,0,0,3,3
686,"Turkana",0,30,5,0,0,2,2
687,"Turkana",1,31,3,0,0,2,2
688,"Turkana",1,56,4,0,0,3,3
689,"Turkana",0,53,6,0,0,4,4
690,"Turkana",0,31,4,2,0,2,2
691,"Turkana",1,49,7,0,0,0,0
692,"Turkana",0,36,10,0,0,5,5
693,"Turkana",0,27,1,0,0,1,1
694,"Turkana",0,66,6,0,0,5,5
695,"Turkana",1,36,2,0,0,4,4
696,"Turkana",1,63,8,0,0,5,5
697,"Turkana",1,36,0,6,0,4,4
698,"Turkana",1,28,5,3,0,2,2
699,"Turkana",0,18,0,0,1,6,6
700,"Turkana",1,21,0,0,0,4,4
